Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
Console apps,,Libraries,Microservices,,,,,Compiler(s),,,,,,,,,.NET 5,,,,,,ASP.NET Web API,,,,,,,,,,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,,,F#,,,,,,,,,,C#,,F#,TypeScript,,,,,,,,,,,F#,TypeScript,,,,,,Rust,,,,,Microsoft Azure,,,,,,"FSharp.Core, FSharp.Compiler.Service",Extremely familiar,Strongly approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,F# Software Foundation ,Met expectations,Exceeded expectations,,,Strongly approve,Strongly agree,Strongly agree,5,1,6,4,3,2,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,Prefer not to say,"10,000+",10-Feb,5 to 9 years,,,,,,"Developer, backend",,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,.NET Framework 4.8,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,,,,Vue,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,F#,,JavaScript,,,,,,,,C#,,F#,,JavaScript,,,Python,Go,,,,C#,,F#,TypeScript,JavaScript,,,,Go,Rust,,,Amazon Web Services,Google Cloud Platform,,,,,,,"Newtonsoft.JSON, Polly, Polly Simmy, Moq, Serilog.Extensions.Logging",Not so familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,5,1,2,4,6,3,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $75,000 and $99,999","501-1,000",10-Feb,10 to 14 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,,,,,,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,,ASP.NET Web API,,,,,,,,,,,,,,,React,Vue,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,JavaScript,,,Python,,,,,C#,,,TypeScript,JavaScript,,,Python,Go,Rust,,,C#,VB.NET,F#,TypeScript,JavaScript,,C++,Python,Go,Rust,,,,,Microsoft Azure,,,,,,Windsor DI  Xunit  ,Extremely familiar,Strongly approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Exceeded expectations,It’s a good project shepherding program ,None that I can think of ,Strongly approve,Strongly agree,Agree,2,1,3,6,5,4,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,North America,,"Between $50,000 and $74,999",201-500,10-Feb,15 to 19 years,,,,Database adminstrator,,"Developer, backend",,"Developer, enterprise",,,,,"Developer, DevOps",,,,,,,Systems admin,
Console apps,,Libraries,Microservices,Mobile apps,,Web apps,Web services / APIs,,,,,,,,,,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,ASP.NET Razor Pages,,,,,,,,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,,,C#,,F#,TypeScript,JavaScript,,,,,,,,C#,,F#,,JavaScript,,,,,,,,,,F#,,,,,,,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,IdentityServer  Swashbuckle  Newtonsoft.Json  Akka.net  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mobile apps,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,Mono / Xamarin,,,,ASP.NET MVC,,ASP.NET Blazor,,,,Xamarin,,,,,,,,,Blazor,,Vue,,,,Visual Studio,Visual Studio Code,,,JetBrains Rider,,,C#,,F#,TypeScript,,,,,,,,,C#,,F#,TypeScript,JavaScript,,,,,,,,,,F#,,,,,,,Rust,,Haskell,,,Microsoft Azure,,,,,Linode,Newtonsoft.Json   xunit  Polly  FluentAssertions  FsCheck ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,,,,,,,Windows Communication Foundation (WCF),,,,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,F#,TypeScript,JavaScript,,,,,,,,C#,,F#,TypeScript,JavaScript,,,Python,,,,,,,F#,,,,,Python,,Rust,,,Amazon Web Services,,,,,,,,Giraffe  Saturn  FsToolkit.ErrorHandling,Somewhat familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Neither approve nor disapprove,Agree,Agree,1,5,3,4,6,2,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,Don't Know,Yes,Yes,Yes,,Yes,,Male,,North America,,"Between $100,000 and $150,000",201-500,100+,10 to 14 years,,,,,,"Developer, backend",,,,,,,,,,,,,,,
Console apps,,Libraries,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,.NET Core 2.0 or earlier,.NET Core 2.1 LTS,.NET Core 2.2,.NET Core 3.0,.NET Core 3.1 LTS,,,,,,ASP.NET MVC,ASP.NET Web API,,,,ASP.NET Razor Pages,,,,,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,TypeScript,,,,,,,,,,,Microsoft Azure,,,,,,Too many to name,Not so familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),,,,.NET Foundation,,,Met expectations,Met expectations,Not something I think about much.,No clue,Neither approve nor disapprove,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Consumer (downloads and uses),Sponsor (financial support),,No,Yes,Yes,Yes,.,Yes,.,Male,,Europe,,"Over $150,000",1,1,15 to 19 years,,,,Database adminstrator,,"Developer, backend",,,"Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,,,Product manager,"Executive (CXO, VP, etc.)",Systems admin,
,,Libraries,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,,.NET 5,,,,,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,F#,TypeScript,,,,,,,,R,C#,,F#,TypeScript,,,,,,,,R,,,,,,,,,,,,,,,Microsoft Azure,,,,,,Deedle,Somewhat familiar,Neither approve nor disapprove,Apache Foundation,,,,,,,,Below expectations,Met expectations,,"Outreach to other big organizations, especially Google and Facebook to spread the words of the new dotnet ecosystem.",Approve,Agree,Agree,2,4,1,3,6,5,Maintainer (leads an open source project),,,,,No,No,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000",Nov-50,10-Feb,5 to 9 years,,,Data scientist,,,,,"Developer, enterprise",,"Developer, fullstack",,,,,,,,,,,
Console apps,Games,Libraries,Microservices,,Native desktop apps,Web apps,Web services / APIs,Analysis Pipelines,,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,.NET 5,Mono / Xamarin,,,,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,ASP.NET WebForms,,,ML.NET,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,Unity,.NET Interactive,,Blazor,React,Vue,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,F#,TypeScript,JavaScript,,,Python,,,,R,C#,,F#,TypeScript,JavaScript,,,Python,,,,R,,,,,,,,,Go,Rust,,Julia,,,Microsoft Azure,,,,,,Newtonsoft.Json  FSharp.Core  Deedle  Microsoft.ML  Plotly.Net,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,Python Foundation,Below expectations,Below expectations,Very good at helping library maintainers with legal and IP questions (as far as I have heard).,"Include more of the world than just the classic ""west"". I feel, that the .NET Foundation is very present in Northern America and Europe but I haven't seen many voices from other parts of the world in this context.",Approve,Agree,Strongly agree,5,2,4,1,3,6,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,No,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $30,000 and $49,999",Nov-50,10-Feb,5 to 9 years,,,Data scientist,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",Educator,,Researcher,,,,,
Console apps,Games,Libraries,Microservices,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,,,,,,,,.NET 5,Mono / Xamarin,UWP,,Entity Framework,,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,,Xamarin,ML.NET,,,Universal Windows Platform (UWP),,,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,.NET Command Line Interface (CLI),,GitHub,,C#,,F#,TypeScript,,,,Python,,,,,C#,,,TypeScript,,,,Python,,,,,C#,,,,,,,,,,,,,,Microsoft Azure,,,,,,,Very familiar,Approve,,,,,,.NET Foundation,,,Met expectations,Met expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,.NET Core 2.2,.NET Core 3.0,,,,,,Entity Framework,,ASP.NET Web API,,,,ASP.NET Razor Pages,,,,,,,,,,Blazor,React,,,,,Visual Studio,,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,TypeScript,,,,,,,,,,,Microsoft Azure,,,,,,"Entity Framework, Dapper, Polly, Swagger, Hangfire,TPL,Channels",Not so familiar,Strongly approve,,Cloud Native Computing Foundation (CNCF),,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Exceeded expectations,Exceeded expectations,openess and collaborations with mutiples hosts and organisers on youtube,,Strongly approve,Strongly agree,Agree,4,6,5,2,3,1,,,Consumer (downloads and uses),,,No,Yes,No,Yes,,Yes,,Male,,Asia,,"Under $15,000","501-1,000",Nov-50,5 to 9 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,,,,,,,,,
,,,,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,,,,,,,,,,,,,Giraffe,,,,,,,"Fable.React, Feliz",Visual Studio,,,,,,,,,F#,,,,,,,,,,C#,,F#,TypeScript,JavaScript,,,,,,,SQL,,,,,,,,,,,,,,,Microsoft Azure,,,,,,,Somewhat familiar,Neither approve nor disapprove,,,,,,.NET Foundation,,F# Software Foundation,,,,,Approve,Agree,Agree,2,1,5,3,6,4,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,Don't Know,No,Don't Know,Yes,,Yes,,Prefer not to say,,Europe,,"Between $50,000 and $74,999",51-200,10-Feb,15 to 19 years,,,,,,,,,,"Developer, fullstack",,,,Educator,,Researcher,,,,,
Console apps,,,Microservices,,,Web apps,Web services / APIs,,,,,,,,,,.NET 5,,,,,,ASP.NET Web API,,,,,,ML.NET,,,,,,,,,React,Vue,,,,Visual Studio,Visual Studio Code,,,,,,,,F#,,,,,Python,,,,,,,F#,,,,,Python,Go,Rust,,,,,F#,,,,,,,Rust,,,Amazon Web Services,,Microsoft Azure,Oracle Cloud,,,,,,Not at all familiar,Neither approve nor disapprove,Apache Foundation,,,Linux Foundation,,,,,Below expectations,Below expectations,I don't know what you are/do,,Approve,Agree,Agree,1,4,5,6,3,2,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,No,Yes,Yes,,Yes,,Male,,North America,,"Between $50,000 and $74,999","10,000+",10-Feb,Less than 6 months,Business analyst,Data analyst,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,Mobile apps,,Web apps,Web services / APIs,,,,,,,,.NET Core 3.0,,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,,,,,,,,,,,,React,,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,,,,,,Python,,,,,,,Microsoft Azure,,,,,,,Not at all familiar,Neither approve nor disapprove,,,,,,,None of the above,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,6,5,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,,,Native desktop apps,,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,,,,ASP.NET SignalR,,,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,,,React,,,,Bolero,Visual Studio,Visual Studio Code,Visual Studio for Mac,.NET Command Line Interface (CLI),,GitHub,Azure DevOps,C#,,F#,TypeScript,JavaScript,,C++,,,,,,C#,,F#,TypeScript,JavaScript,,C++,,,,,,,,F#,,,,,,,Rust,Dart,,,Google Cloud Platform,Microsoft Azure,,,,,,Utf8Json,Extremely familiar,Approve,,,,,,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly disagree,Agree,6,4,2,3,5,1,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,No,Yes,Yes,,Yes,,Male,,Asia,,"Under $15,000",Nov-50,10-Feb,10 to 14 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,,,Product manager,,,
,,,,,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,,,.NET 5,,,,,,,,,,,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,Angular,,,,,,,Visual Studio,,,,JetBrains Rider,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,,,,,,,,,,,,,,,C++,,,,,,Amazon Web Services,,Microsoft Azure,,,,,,fo-dicom,Somewhat familiar,Approve,Apache Foundation,,Eclipse Foundation,,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,4,2,5,1,3,6,,,,,,No,Yes,Don't Know,Yes,,Yes,,Female,,Europe,,"Between $30,000 and $49,999",51-200,10-Feb,15 to 19 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,,,React,Vue,,,,,Visual Studio Code,,,JetBrains Rider,,,C#,,F#,TypeScript,JavaScript,,,,,,,,C#,,F#,TypeScript,JavaScript,,,,,,,,C#,,F#,TypeScript,,,,,,Rust,,Scala,,,Microsoft Azure,,,,,,,Extremely familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,3,6,5,1,4,2,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",,,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $50,000 and $74,999","5,001-10,000",Nov-50,5 to 9 years,,,,,,"Developer, backend",,"Developer, enterprise",,,,,,,,,,,,,
Console apps,,Libraries,Microservices,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,,Mono / Xamarin,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,Xamarin,,Windows Forms (WinForms),,,,,,Angular,Blazor,React,Vue,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,,JetBrains Rider,,,C#,,F#,,JavaScript,Java,,,,,,"Swift, Objective-C",C#,,F#,,JavaScript,Java,,,,,,"Swift, Objective-C",C#,,,TypeScript,,,,,,Rust,,Kotlin,Amazon Web Services,Google Cloud Platform,Microsoft Azure,,,,,,Xamarin.*,Very familiar,Strongly approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Exceeded expectations,Exceeded expectations,"Open, Creative",Frontend,Strongly approve,Strongly agree,Strongly agree,1,3,4,2,6,5,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,Asia,,"Between $15,000 and $29,999",51-200,10-Feb,15 to 19 years,,,,,,"Developer, backend","Developer, devices","Developer, enterprise","Developer, frontend","Developer, fullstack",,"Developer, mobile","Developer, DevOps",Educator,,,,,,,
,,,,,Native desktop apps,,Web services / APIs,,,,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,,,,,,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,F#,,,,,Python,,,,,C#,,F#,,,,,Python,,Rust,,,,,,,,,,,,,,Clojure,Amazon Web Services,,Microsoft Azure,,,,,,,Not so familiar,Neither approve nor disapprove,Apache Foundation,,Eclipse Foundation,Linux Foundation,,,,,Met expectations,Met expectations,,,Approve,Agree,Agree,6,2,4,3,1,5,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Over $150,000","1,001-5000",Nov-50,20 years or more,,,,,,"Developer, backend",,"Developer, enterprise",,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,,Native desktop apps,,,,.NET Framework 3.5 or earlier,.NET Framework 4.0 – 4.7.2,,,,,,,.NET 5,,,,,,,,,,,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,,,,,,,Rust,,,C#,,,,,,,,,,,,,,,TypeScript,,,,,,,,,,,,,,,None,,,Not so familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Libraries,Microservices,Mobile apps,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,,,,,,ASP.NET Web API,,,,,,,,,,,,,,,React,,,,Jamstack with nextjs,,Visual Studio Code,,,JetBrains Rider,,,C#,,F#,TypeScript,,,,,Go,,Dart,,C#,,F#,TypeScript,,,,,Go,,Dart,,,,,,,,,,,Rust,,,Amazon Web Services,Google Cloud Platform,,,,,,,,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,2,3,1,6,5,4,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,Don't Know,Yes,Yes,Yes,,Yes,,Male,,South America,,"Between $75,000 and $99,999",Nov-50,10-Feb,10 to 14 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,,,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,Angular,,,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,TypeScript,,,,,,,,,C#,,,TypeScript,,,,,,,,,C#,,,TypeScript,,,,Python,,,,,,,Microsoft Azure,,,,,,,Very familiar,Approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Met expectations,,,Approve,Agree,Neither agree nor disagree,5,1,6,3,4,2,,,Consumer (downloads and uses),,,No,No,Yes,Yes,,Yes,,Male,,Asia,,"Between $30,000 and $49,999",51-200,Nov-50,5 to 9 years,,,,,Designer,"Developer, backend",,,"Developer, frontend",,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,,,,,,.NET 5,,,,,ASP.NET MVC,,,,,,,,,,,,,"Giraffe and Suave web APIs, Dapper DB access",,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,F#,,,,,,,,,,C#,,F#,,,,,,Go,,,,C#,,F#,,,,,,Go,Rust,,,,Google Cloud Platform,Microsoft Azure,,,,,,Giraffe  Grpc.*  Dapper  Microsoft.Orleans.*  Swashbuckle  Serilog,Not so familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,,,,,,,,,,,,,,,,Vue,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,Python,Go,,,,Amazon Web Services,Google Cloud Platform,,,,,,,Newtonsoft.Json,Very familiar,Strongly approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Exceeded expectations,Nice,Support VS Code better,Approve,Agree,Agree,3,6,1,2,4,5,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,No,No,No,Yes,No why,Yes,...,Male,,Australia/Oceania,,"Between $15,000 and $29,999",51-200,Nov-50,10 to 14 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,"Developer, DevOps",,,,,,,,
,,,Microservices,,,Web apps,Web services / APIs,,,,,,,.NET Core 2.2,.NET Core 3.0,,,,,,,,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,,Azure Functions (basically web api),,Blazor,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,,,,,,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,C#,,,,,,,Python,,,,,,,Microsoft Azure,,,,,,JSON.net,Somewhat familiar,Approve,Apache Foundation,,,,,.NET Foundation,,,Met expectations,Met expectations,Not really applicable because I've only just become aware,Not really applicable because I've only just become aware,Approve,Agree,Agree,3,2,1,4,6,5,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,No,Don't Know,Yes,,Yes,,Male,,Europe,,"Over $150,000","10,000+",10-Feb,20 years or more,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,,,,,,,Architect
Console apps,,,Microservices,,,Web apps,Web services / APIs,,.NET Framework 3.5 or earlier,.NET Framework 4.0 – 4.7.2,,,,.NET Core 2.2,,,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,,,,,,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,Python,Go,,,,,,Microsoft Azure,,,,,,Newtonsoft.Json,Not so familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,,,,Met expectations,Met expectations,,,Approve,Agree,Agree,1,5,4,3,6,2,,,Consumer (downloads and uses),,,No,No,Don't Know,Yes,,Yes,,Male,,Asia,,"Between $15,000 and $29,999","10,000+",10-Feb,1 to 4 years,,,,Database adminstrator,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,Site engineer,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,,,,,ASP.NET MVC,ASP.NET Web API,,,,,,,,,,,,,,,,,None,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,,,,C++,,,,,,C#,,,,,,C++,,,,,,C#,,,,,Java,C++,Python,,,,,Amazon Web Services,Google Cloud Platform,,,,,,,,Very familiar,Strongly approve,,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,Package size too big not easy to reduce it for deployment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
